director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,combined
Demian Lichtenstein,Bokeem Woodbine,Action Comedy Crime Thriller,Jon Lovitz,3000 Miles to Graceland,Ice-T,Demian Lichtenstein Bokeem Woodbine Action Comedy Crime Thriller Jon Lovitz Ice-T
Quentin Tarantino,Jennifer Jason Leigh,Crime Drama Mystery Thriller Western,Craig Stark,The Hateful Eight,Zoë Bell,Quentin Tarantino Jennifer Jason Leigh Crime Drama Mystery Thriller Western Craig Stark Zoë Bell
Josh Gordon,Amy Poehler,Comedy Sport,Will Ferrell,Blades of Glory,Jon Heder,Josh Gordon Amy Poehler Comedy Sport Will Ferrell Jon Heder
Tim Hill,Elizabeth Perkins,Adventure Animation Comedy Family Fantasy,Gary Cole,Hop,Chelsea Handler,Tim Hill Elizabeth Perkins Adventure Animation Comedy Family Fantasy Gary Cole Chelsea Handler
Zack Snyder,Michael Fassbender,Action Drama Fantasy War,Gerard Butler,300,Vincent Regan,Zack Snyder Michael Fassbender Action Drama Fantasy War Gerard Butler Vincent Regan
Jay Roach,Blythe Danner,Comedy Romance,Robert De Niro,Meet the Fockers,Teri Polo,Jay Roach Blythe Danner Comedy Romance Robert De Niro Teri Polo
David Frankel,Kathleen Turner,Comedy Drama Family,Eric Dane,Marley & Me,Haley Bennett,David Frankel Kathleen Turner Comedy Drama Family Eric Dane Haley Bennett
Frank Darabont,Jeffrey DeMunn,Crime Drama Fantasy Mystery,Tom Hanks,The Green Mile,Michael Jeter,Frank Darabont Jeffrey DeMunn Crime Drama Fantasy Mystery Tom Hanks Michael Jeter
Walt Becker,Tichina Arnold,Action Adventure Comedy,Jill Hennessy,Wild Hogs,Drew Sidora,Walt Becker Tichina Arnold Action Adventure Comedy Jill Hennessy Drew Sidora
Mark Dindal,Fred Willard,Adventure Animation Comedy Family Sci-Fi,Catherine O'Hara,Chicken Little,Amy Sedaris,Mark Dindal Fred Willard Adventure Animation Comedy Family Sci-Fi Catherine O'Hara Amy Sedaris
David Fincher,Sela Ward,Crime Drama Mystery Thriller,Patrick Fugit,Gone Girl,Emily Ratajkowski,David Fincher Sela Ward Crime Drama Mystery Thriller Patrick Fugit Emily Ratajkowski
Doug Liman,Josh Hamilton,Action Mystery Thriller,Matt Damon,The Bourne Identity,Nicky Naudé,Doug Liman Josh Hamilton Action Mystery Thriller Matt Damon Nicky Naudé
Martin Campbell,Joe Don Baker,Action Adventure Thriller,Izabella Scorupco,GoldenEye,Tchéky Karyo,Martin Campbell Joe Don Baker Action Adventure Thriller Izabella Scorupco Tchéky Karyo
Simon West,Timothy Hutton,Drama Mystery Thriller,Daniel von Bargen,The General's Daughter,Clarence Williams III,Simon West Timothy Hutton Drama Mystery Thriller Daniel von Bargen Clarence Williams III
Peter Weir,Noah Emmerich,Comedy Drama Sci-Fi,Natascha McElhone,The Truman Show,Peter Krause,Peter Weir Noah Emmerich Comedy Drama Sci-Fi Natascha McElhone Peter Krause
Brenda Chapman,Aria Noelle Curzon,Adventure Animation Biography Drama Family Fantasy Musical,Martin Short,The Prince of Egypt,Eden Riegel,Brenda Chapman Aria Noelle Curzon Adventure Animation Biography Drama Family Fantasy Musical Martin Short Eden Riegel
Steve Carr,Lisa Edelstein,Comedy Family,Anjelica Huston,Daddy Day Care,Jeff Garlin,Steve Carr Lisa Edelstein Comedy Family Anjelica Huston Jeff Garlin
Baltasar Kormákur,Patrick Fischler,Action Comedy Crime Drama Thriller,Denzel Washington,2 Guns,Fred Ward,Baltasar Kormákur Patrick Fischler Action Comedy Crime Drama Thriller Denzel Washington Fred Ward
Lawrence Guterman,Elizabeth Perkins,Action Comedy Family Fantasy,Carol Ann Susi,Cats & Dogs,Miriam Margolyes,Lawrence Guterman Elizabeth Perkins Action Comedy Family Fantasy Carol Ann Susi Miriam Margolyes
F. Gary Gray,Charlize Theron,Action Crime Thriller,Jason Statham,The Italian Job,Jimmy Shubert,F. Gary Gray Charlize Theron Action Crime Thriller Jason Statham Jimmy Shubert
Marc Lawrence,Alicia Witt,Comedy Romance,Dorian Missick,Two Weeks Notice,Dana Ivey,Marc Lawrence Alicia Witt Comedy Romance Dorian Missick Dana Ivey
Eric Darnell,Woody Allen,Adventure Animation Comedy Family,Sylvester Stallone,Antz,Anne Bancroft,Eric Darnell Woody Allen Adventure Animation Comedy Family Sylvester Stallone Anne Bancroft
Peter Billingsley,Kristin Davis,Comedy,Jon Favreau,Couples Retreat,Tasha Smith,Peter Billingsley Kristin Davis Comedy Jon Favreau Tasha Smith
Tony Scott,Robert Duvall,Action Drama Sport,Tom Cruise,Days of Thunder,Randy Quaid,Tony Scott Robert Duvall Action Drama Sport Tom Cruise Randy Quaid
Adam Shankman,Tom Welling,Adventure Comedy Family,Taylor Lautner,Cheaper by the Dozen 2,Alyson Stoner,Adam Shankman Tom Welling Adventure Comedy Family Taylor Lautner Alyson Stoner
Wes Ball,Lili Taylor,Action Sci-Fi Thriller,Ki Hong Lee,The Scorch Trials,Rosa Salazar,Wes Ball Lili Taylor Action Sci-Fi Thriller Ki Hong Lee Rosa Salazar
Ryan Murphy,Julia Roberts,Drama Romance,James Franco,Eat Pray Love,Billy Crudup,Ryan Murphy Julia Roberts Drama Romance James Franco Billy Crudup
Brett Ratner,Don Cheadle,Comedy Drama Fantasy Romance,Nicolas Cage,The Family Man,Amber Valletta,Brett Ratner Don Cheadle Comedy Drama Fantasy Romance Nicolas Cage Amber Valletta
Robert Schwentke,Morgan Freeman,Action Comedy Crime Thriller,Bruce Willis,RED,Jaqueline Fleming,Robert Schwentke Morgan Freeman Action Comedy Crime Thriller Bruce Willis Jaqueline Fleming
Oliver Stone,Dennis Quaid,Drama Sport,Al Pacino,Any Given Sunday,LL Cool J,Oliver Stone Dennis Quaid Drama Sport Al Pacino LL Cool J
Robert Redford,Kristin Scott Thomas,Drama Romance Western,Scarlett Johansson,The Horse Whisperer,Jessalyn Gilsig,Robert Redford Kristin Scott Thomas Drama Romance Western Scarlett Johansson Jessalyn Gilsig
Michael Mann,Jada Pinkett Smith,Crime Drama Thriller,Tom Cruise,Collateral,Debi Mazar,Michael Mann Jada Pinkett Smith Crime Drama Thriller Tom Cruise Debi Mazar
Chuck Russell,Roger Rees,Action Adventure Fantasy Thriller,Dwayne Johnson,The Scorpion King,Bernard Hill,Chuck Russell Roger Rees Action Adventure Fantasy Thriller Dwayne Johnson Bernard Hill
Jay Russell,Jay Hernandez,Action Drama Thriller,Billy Burke,Ladder 49,Jacinda Barrett,Jay Russell Jay Hernandez Action Drama Thriller Billy Burke Jacinda Barrett
Christopher McQuarrie,Robert Duvall,Action Crime Mystery Thriller,Tom Cruise,Jack Reacher,David Oyelowo,Christopher McQuarrie Robert Duvall Action Crime Mystery Thriller Tom Cruise David Oyelowo
Renny Harlin,Michael Rapaport,Action Sci-Fi Thriller,LL Cool J,Deep Blue Sea,Saffron Burrows,Renny Harlin Michael Rapaport Action Sci-Fi Thriller LL Cool J Saffron Burrows
Kenny Ortega,Mekia Cox,Documentary Music,Misha Gabriel Hamilton,This Is It,Judith Hill,Kenny Ortega Mekia Cox Documentary Music Misha Gabriel Hamilton Judith Hill
Steven Soderbergh,Monique Gabriela Curnen,Drama Thriller,Matt Damon,Contagion,Griffin Kane,Steven Soderbergh Monique Gabriela Curnen Drama Thriller Matt Damon Griffin Kane
David McNally,Dyan Cannon,Action Adventure Comedy Crime,Estella Warren,Kangaroo Jack,Bill Hunter,David McNally Dyan Cannon Action Adventure Comedy Crime Estella Warren Bill Hunter
Henry Selick,Dawn French,Animation Family Fantasy,Jennifer Saunders,Coraline,John Hodgman,Henry Selick Dawn French Animation Family Fantasy Jennifer Saunders John Hodgman
M. Night Shyamalan,Alan Ruck,Sci-Fi Thriller,Zooey Deschanel,The Happening,Kristen Connolly,M. Night Shyamalan Alan Ruck Sci-Fi Thriller Zooey Deschanel Kristen Connolly
Tony Scott,Radha Mitchell,Action Crime Drama Thriller,Denzel Washington,Man on Fire,Giancarlo Giannini,Tony Scott Radha Mitchell Action Crime Drama Thriller Denzel Washington Giancarlo Giannini
Brian Robbins,Joel David Moore,Comedy Family Fantasy,Robert Downey Jr.,The Shaggy Dog,Kristin Davis,Brian Robbins Joel David Moore Comedy Family Fantasy Robert Downey Jr. Kristin Davis
Todd Phillips,Carmen Electra,Comedy Crime,Snoop Dogg,Starsky & Hutch,Fred Williamson,Todd Phillips Carmen Electra Comedy Crime Snoop Dogg Fred Williamson
Brian Levant,Harvey Korman,Comedy Family,Jim Belushi,Jingle All the Way,Jake Lloyd,Brian Levant Harvey Korman Comedy Family Jim Belushi Jake Lloyd
Guillermo del Toro,Rupert Evans,Action Fantasy Horror Sci-Fi,James Babson,Hellboy,Brian Steele,Guillermo del Toro Rupert Evans Action Fantasy Horror Sci-Fi James Babson Brian Steele
Steven Zaillian,Kathleen Quinlan,Drama,Robert Duvall,A Civil Action,Sydney Pollack,Steven Zaillian Kathleen Quinlan Drama Robert Duvall Sydney Pollack
Chris Butler,Kodi Smit-McPhee,Adventure Animation Comedy Family Fantasy,Anna Kendrick,ParaNorman,Elaine Stritch,Chris Butler Kodi Smit-McPhee Adventure Animation Comedy Family Fantasy Anna Kendrick Elaine Stritch
Michael Caton-Jones,Bruce Willis,Action Adventure Crime Thriller,J.K. Simmons,The Jackal,Sophie Okonedo,Michael Caton-Jones Bruce Willis Action Adventure Crime Thriller J.K. Simmons Sophie Okonedo
John Woo,Joe Morton,Action Mystery Sci-Fi Thriller,Ivana Milicevic,Paycheck,Callum Rennie,John Woo Joe Morton Action Mystery Sci-Fi Thriller Ivana Milicevic Callum Rennie
Jon Avnet,Stockard Channing,Drama Romance,Joe Mantegna,Up Close & Personal,Raymond Cruz,Jon Avnet Stockard Channing Drama Romance Joe Mantegna Raymond Cruz
Sam Fell,Matthew Broderick,Adventure Animation Comedy Family Fantasy,Emma Watson,The Tale of Despereaux,Frank Langella,Sam Fell Matthew Broderick Adventure Animation Comedy Family Fantasy Emma Watson Frank Langella
Kevin Donovan,Debi Mazar,Action Comedy Sci-Fi,Romany Malco,The Tuxedo,Ritchie Coster,Kevin Donovan Debi Mazar Action Comedy Sci-Fi Romany Malco Ritchie Coster
Geoff Murphy,Brenda Bakke,Action Thriller,Peter Greene,Under Siege 2: Dark Territory,Patrick Kilpatrick,Geoff Murphy Brenda Bakke Action Thriller Peter Greene Patrick Kilpatrick
Kenneth Branagh,Nonso Anozie,Action Drama Thriller,Colm Feore,Jack Ryan: Shadow Recruit,Gemma Chan,Kenneth Branagh Nonso Anozie Action Drama Thriller Colm Feore Gemma Chan
David O. Russell,Robert De Niro,Biography Comedy Drama,Jennifer Lawrence,Joy,Bradley Cooper,David O. Russell Robert De Niro Biography Comedy Drama Jennifer Lawrence Bradley Cooper
Babak Najafi,Radha Mitchell,Action Crime Drama Thriller,Gerard Butler,London Has Fallen,Julian Kostov,Babak Najafi Radha Mitchell Action Crime Drama Thriller Gerard Butler Julian Kostov
Jean-Pierre Jeunet,Michael Wincott,Action Horror Sci-Fi,Gary Dourdan,Alien: Resurrection,Raymond Cruz,Jean-Pierre Jeunet Michael Wincott Action Horror Sci-Fi Gary Dourdan Raymond Cruz
Antoine Fuqua,Ned Beatty,Action Crime Drama Mystery Thriller,Tate Donovan,Shooter,Louis Ferreira,Antoine Fuqua Ned Beatty Action Crime Drama Mystery Thriller Tate Donovan Louis Ferreira
Graham Annable,Dee Bradley Baker,Adventure Animation Comedy Family Fantasy,Isaac Hempstead Wright,The Boxtrolls,Tracy Morgan,Graham Annable Dee Bradley Baker Adventure Animation Comedy Family Fantasy Isaac Hempstead Wright Tracy Morgan
Griffin Dunne,Dianne Wiest,Comedy Drama Fantasy Romance,Goran Visnjic,Practical Magic,Stockard Channing,Griffin Dunne Dianne Wiest Comedy Drama Fantasy Romance Goran Visnjic Stockard Channing
Phil Lord,Will Ferrell,Action Adventure Animation Comedy Family Fantasy,Morgan Freeman,The Lego Movie,Alison Brie,Phil Lord Will Ferrell Action Adventure Animation Comedy Family Fantasy Morgan Freeman Alison Brie
John Pasquin,Diedrich Bader,Action Comedy Crime,Eileen Brennan,Miss Congeniality 2: Armed and Fabulous,Treat Williams,John Pasquin Diedrich Bader Action Comedy Crime Eileen Brennan Treat Williams
Rob Bowman,Gerard Butler,Action Adventure Fantasy Sci-Fi Thriller,Christian Bale,Reign of Fire,Matthew McConaughey,Rob Bowman Gerard Butler Action Adventure Fantasy Sci-Fi Thriller Christian Bale Matthew McConaughey
Ruben Fleischer,Brandon Molale,Action Crime Drama Thriller,Ryan Gosling,Gangster Squad,Wade Williams,Ruben Fleischer Brandon Molale Action Crime Drama Thriller Ryan Gosling Wade Williams
Harold Ramis,Oliver Platt,Adventure Comedy,Olivia Wilde,Year One,Xander Berkeley,Harold Ramis Oliver Platt Adventure Comedy Olivia Wilde Xander Berkeley
Clint Eastwood,Morgan Freeman,Biography Drama History Sport,Matt Damon,Invictus,Leleti Khumalo,Clint Eastwood Morgan Freeman Biography Drama History Sport Matt Damon Leleti Khumalo
Kevin Macdonald,Harry Lennix,Crime Drama Mystery Thriller,Robin Wright,State of Play,Michael Weston,Kevin Macdonald Harry Lennix Crime Drama Mystery Thriller Robin Wright Michael Weston
Tony Gilroy,Tom Wilkinson,Comedy Crime Romance Thriller,Julia Roberts,Duplicity,Denis O'Hare,Tony Gilroy Tom Wilkinson Comedy Crime Romance Thriller Julia Roberts Denis O'Hare
Donald Petrie,Ray Walston,Comedy Family Sci-Fi,Steven Anthony Lawrence,My Favorite Martian,Michael Lerner,Donald Petrie Ray Walston Comedy Family Sci-Fi Steven Anthony Lawrence Michael Lerner
Clark Johnson,David Rasche,Action Crime Thriller,Blair Brown,The Sentinel,Martin Donovan,Clark Johnson David Rasche Action Crime Thriller Blair Brown Martin Donovan
Jorge Blanco,Gary Oldman,Adventure Animation Comedy Family Sci-Fi,Dwayne Johnson,Planet 51,James Corden,Jorge Blanco Gary Oldman Adventure Animation Comedy Family Sci-Fi Dwayne Johnson James Corden
Stuart Baird,LeVar Burton,Action Adventure Sci-Fi Thriller,Tom Hardy,Star Trek: Nemesis,Jonathan Frakes,Stuart Baird LeVar Burton Action Adventure Sci-Fi Thriller Tom Hardy Jonathan Frakes
Joel Coen,Paul Adelstein,Comedy Crime Romance,Cedric the Entertainer,Intolerable Cruelty,Julia Duffy,Joel Coen Paul Adelstein Comedy Crime Romance Cedric the Entertainer Julia Duffy
Robert Lorenz,Ed Lauter,Drama Sport,Clint Eastwood,Trouble with the Curve,Bob Gunton,Robert Lorenz Ed Lauter Drama Sport Clint Eastwood Bob Gunton
Martin Campbell,Ray Winstone,Crime Drama Mystery Thriller,Bojana Novakovic,Edge of Darkness,Denis O'Hare,Martin Campbell Ray Winstone Crime Drama Mystery Thriller Bojana Novakovic Denis O'Hare
Peter Hyams,Penelope Ann Miller,Horror Mystery Sci-Fi Thriller,John Kapelos,The Relic,Chi Muoi Lo,Peter Hyams Penelope Ann Miller Horror Mystery Sci-Fi Thriller John Kapelos Chi Muoi Lo
Harold Ramis,Cathy Moriarty,Comedy Crime,Robert De Niro,Analyze That,Joe Viterelli,Harold Ramis Cathy Moriarty Comedy Crime Robert De Niro Joe Viterelli
Jon Avnet,Al Pacino,Action Crime Drama Mystery Thriller,Robert De Niro,Righteous Kill,50 Cent,Jon Avnet Al Pacino Action Crime Drama Mystery Thriller Robert De Niro 50 Cent
Harold Becker,Miko Hughes,Action Crime Drama Thriller,Bruce Willis,Mercury Rising,Carrie Preston,Harold Becker Miko Hughes Action Crime Drama Thriller Bruce Willis Carrie Preston
Joe Wright,Stephen Root,Biography Drama Music,Robert Downey Jr.,The Soloist,Rachael Harris,Joe Wright Stephen Root Biography Drama Music Robert Downey Jr. Rachael Harris
Robert Redford,Will Smith,Drama Fantasy Sport,Matt Damon,The Legend of Bagger Vance,Charlize Theron,Robert Redford Will Smith Drama Fantasy Sport Matt Damon Charlize Theron
Cameron Crowe,Zooey Deschanel,Adventure Comedy Drama Music,Philip Seymour Hoffman,Almost Famous,Michael Angarano,Cameron Crowe Zooey Deschanel Adventure Comedy Drama Music Philip Seymour Hoffman Michael Angarano
Tim Hill,Roger Rees,Animation Comedy Family Fantasy,Bill Murray,Garfield 2,Ben Falcone,Tim Hill Roger Rees Animation Comedy Family Fantasy Bill Murray Ben Falcone
Lee Tamahori,Nona Gaye,Action Adventure Crime Thriller,Sunny Mabrey,xXx: State of the Union,Xzibit,Lee Tamahori Nona Gaye Action Adventure Crime Thriller Sunny Mabrey Xzibit
Scott Stewart,Alan Dale,Action Fantasy Horror Sci-Fi Thriller,Josh Wingate,Priest,Jacob Hopkins,Scott Stewart Alan Dale Action Fantasy Horror Sci-Fi Thriller Josh Wingate Jacob Hopkins
Patrick Gilmore,Adriano Giannini,Adventure Animation Comedy Drama Family Fantasy Romance,Brad Pitt,Sinbad: Legend of the Seven Seas,Timothy West,Patrick Gilmore Adriano Giannini Adventure Animation Comedy Drama Family Fantasy Romance Brad Pitt Timothy West
Paul W.S. Anderson,Joely Richardson,Horror Sci-Fi Thriller,Sean Pertwee,Event Horizon,Kathleen Quinlan,Paul W.S. Anderson Joely Richardson Horror Sci-Fi Thriller Sean Pertwee Kathleen Quinlan
Joss Whedon,Robert Downey Jr.,Action Adventure Sci-Fi,Chris Hemsworth,The Avengers,Scarlett Johansson,Joss Whedon Robert Downey Jr. Action Adventure Sci-Fi Chris Hemsworth Scarlett Johansson
Tom Shadyac,Susanna Thompson,Drama Fantasy Mystery Romance Thriller,Joe Morton,Dragonfly,Matt Craven,Tom Shadyac Susanna Thompson Drama Fantasy Mystery Romance Thriller Joe Morton Matt Craven
Brian De Palma,Mia Kirshner,Crime Drama Mystery Thriller,Scarlett Johansson,The Black Dahlia,Mike Starr,Brian De Palma Mia Kirshner Crime Drama Mystery Thriller Scarlett Johansson Mike Starr
Tony Bill,Tyler Labine,Action Adventure Drama History Romance War,James Franco,Flyboys,Philip Winchester,Tony Bill Tyler Labine Action Adventure Drama History Romance War James Franco Philip Winchester
Rod Lurie,Delroy Lindo,Action Drama Thriller,Clifton Collins Jr.,The Last Castle,Michael Irby,Rod Lurie Delroy Lindo Action Drama Thriller Clifton Collins Jr. Michael Irby
Walter Hill,Wilson Cruz,Horror Sci-Fi Thriller,Robert Forster,Supernova,Vanessa Marshall,Walter Hill Wilson Cruz Horror Sci-Fi Thriller Robert Forster Vanessa Marshall
Akiva Goldsman,William Hurt,Drama Fantasy Mystery Romance,Matt Bomer,Winter's Tale,Kevin Corrigan,Akiva Goldsman William Hurt Drama Fantasy Mystery Romance Matt Bomer Kevin Corrigan
Harald Zwart,Kevin Zegers,Fantasy Horror Mystery Romance,Aidan Turner,The Mortal Instruments: City of Bones,CCH Pounder,Harald Zwart Kevin Zegers Fantasy Horror Mystery Romance Aidan Turner CCH Pounder
Brian Robbins,Mike O'Malley,Adventure Comedy Family Romance Sci-Fi,Marc Blucas,Meet Dave,Shawn Christian,Brian Robbins Mike O'Malley Adventure Comedy Family Romance Sci-Fi Marc Blucas Shawn Christian
Walter Salles,Camryn Manheim,Drama Horror Thriller,Dougray Scott,Dark Water,Ariel Gade,Walter Salles Camryn Manheim Drama Horror Thriller Dougray Scott Ariel Gade
Ron Howard,Adam Goldberg,Comedy Drama,Matthew McConaughey,Edtv,Clint Howard,Ron Howard Adam Goldberg Comedy Drama Matthew McConaughey Clint Howard
Iain Softley,Stephen Graham,Adventure Family Fantasy,Brendan Fraser,Inkheart,Jamie Foreman,Iain Softley Stephen Graham Adventure Family Fantasy Brendan Fraser Jamie Foreman
Frank Miller,Jaime King,Action Crime Fantasy Thriller,Scarlett Johansson,The Spirit,Louis Lombardi,Frank Miller Jaime King Action Crime Fantasy Thriller Scarlett Johansson Louis Lombardi
David Koepp,Olivia Munn,Action Comedy Mystery Romance,Johnny Depp,Mortdecai,Ulrich Thomsen,David Koepp Olivia Munn Action Comedy Mystery Romance Johnny Depp Ulrich Thomsen
Uwe Boll,Mike Dopud,Action Adventure Fantasy Thriller,Jason Statham,In the Name of the King: A Dungeon Siege Tale,Tania Saulnier,Uwe Boll Mike Dopud Action Adventure Fantasy Thriller Jason Statham Tania Saulnier
Martin Campbell,Teri Polo,Adventure Drama Romance War,Angelina Jolie Pitt,Beyond Borders,Noah Emmerich,Martin Campbell Teri Polo Adventure Drama Romance War Angelina Jolie Pitt Noah Emmerich
Pou-Soi Cheang,Aaron Kwok,Action Adventure Fantasy,Li Gong,Xi you ji zhi: Sun Wukong san da Baigu Jing,Eddie Peng,Pou-Soi Cheang Aaron Kwok Action Adventure Fantasy Li Gong Eddie Peng
John Dahl,Clayne Crawford,Action Drama War,James Franco,The Great Raid,Paolo Montalban,John Dahl Clayne Crawford Action Drama War James Franco Paolo Montalban
Tim Miller,Ed Skrein,Action Adventure Comedy Romance Sci-Fi,Ryan Reynolds,Deadpool,Stefan Kapicic,Tim Miller Ed Skrein Action Adventure Comedy Romance Sci-Fi Ryan Reynolds Stefan Kapicic
Stephen Herek,Morgan Fairchild,Comedy Drama,Kelly Preston,Holy Man,Eric McCormack,Stephen Herek Morgan Fairchild Comedy Drama Kelly Preston Eric McCormack
Clint Eastwood,Leonard Roberts,Action Biography Drama History Thriller War,Bradley Cooper,American Sniper,Keir O'Donnell,Clint Eastwood Leonard Roberts Action Biography Drama History Thriller War Bradley Cooper Keir O'Donnell
